Date/Time of Report: 3/17/2025 10:55:17,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 3/14/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
3/14/2025 23:21:48.200,01,OP_SUPER_B,Start of Control,,J 00,DISCCHK_B_IL;$330013f228cf7a95-0005;DISCCHK_B_IL,Idle;1;1;1,
3/14/2025 23:21:48.100,01,OP_SUPER_B,Acquire,,J 00,DISCCHK_B_IL;$330013f228cf7a95-0005,SYSTEM:SCM;1,
3/14/2025 23:21:47.600,01,OP_SUPER_B,Release,,J 00,POLY_B;$330013f228cf7a95-0005,SYSTEM:SCM;1,
3/14/2025 23:21:47.200,01,OP_SUPER_B,End of Control,,J 00,POLY_B;$330013f228cf7a95-0005,Idle;1;1;1,
3/14/2025 23:21:46.500,1300,POLY_B,State Change,,J 00,SCM,Idle,
3/14/2025 23:21:45.800,1300,POLY_B,End,,J 00,SCM,,
3/14/2025 23:21:45.700,1300,POLY_B,State Change,,J 00,SCM,Complete,
3/14/2025 23:21:43.737,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 23:21:42.900,1300,TCON_B,State Change,,J 00,SCM,Idle,
3/14/2025 23:21:42.600,1300,POLY_B_CM,INFORMATION MESSAGE,,,POLY_B REACTION FINISH,,
3/14/2025 23:21:41.900,1300,TCON_B,End,,J 00,SCM,,
3/14/2025 23:21:41.700,1300,TCON_B,State Change,,J 00,SCM,Complete,
3/14/2025 23:21:37.800,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0747,amp
3/14/2025 23:21:28.000,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.2184,amp
3/14/2025 23:17:22.400,1500,EI1504B2,PVHIGH,OK,L 00,CE1501B CURRENT,38.2345,amp
3/14/2025 23:17:17.260,1500,EI1504B2,PVHIGH,ACK,,CE1501B CURRENT,,
3/14/2025 23:17:10.600,1500,EI1504B2,PVHIGH,,L 00,CE1501B CURRENT,39.03,amp
3/14/2025 23:16:38.418,8800,YI8841,OFFNRM,ACK,,PURGE DEMAND,,
3/14/2025 23:16:36.668,8800,FLS8831S,BADCTL,ACK,,HSD/FG TRANSRATE SELECT,,
3/14/2025 23:16:19.900,8800,LAHH8808,OFFNRM,OK,H 00,DEAERATOR LEVEL HIGH,NORMAL,
3/14/2025 23:16:03.000,8800,PI8112,PVHIGH,OK,H 00,VE8805 FGC SURGE DRUM,19.3997,kg/cm2G
3/14/2025 23:15:26.066,1500,EI1504B2,PVHIGH,ACK,,CE1501B CURRENT,,
3/14/2025 23:15:24.649,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 23:15:19.700,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0891,amp
3/14/2025 23:13:14.100,1300,WPLAN_B,State Change,,J 00,SCM,Idle,
3/14/2025 23:13:13.700,1300,WPLAN_B,End,,J 00,SCM,,
3/14/2025 23:13:13.600,1300,WPLAN_B,State Change,,J 00,SCM,Complete,
3/14/2025 23:12:31.100,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.2094,amp
3/14/2025 23:12:19.300,1500,EI1504B2,PVHIGH,OK,L 00,CE1501B CURRENT,38.093,amp
3/14/2025 23:12:11.200,1500,EI1504B2,PVHIGH,,L 00,CE1501B CURRENT,39.0228,amp
3/14/2025 23:12:05.300,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0586,amp
3/14/2025 23:11:53.400,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.136,amp
3/14/2025 23:10:45.215,8800,HTR8801,OFFNRM,ACK,,FD IGNITION,,
3/14/2025 23:10:43.363,8800,YI8800LP,OFFNRM,ACK,,LOAD UP,,
3/14/2025 23:10:40.662,8800,FQC8821DEVH,OFFNRM,ACK,,FQC8821 DEV HI,,
3/14/2025 23:10:37.157,8800,LAHH8808,OFFNRM,ACK,,DEAERATOR LEVEL HIGH,,
3/14/2025 23:08:24.480,1500,TIC1511,CHANGE,,,PIDA.SP,92,DegC
3/14/2025 23:08:15.195,1400,TIC1402,PVLOW,ACK,,VE1402,,
3/14/2025 23:08:04.100,1400,TIC1402,PVLOW,,L 00,VE1402,29.9976,DegC
3/14/2025 23:06:38.700,1300,TIC1301B,DEVLOW,,J 00,RE1301B,-1.002,DegC
3/14/2025 23:06:35.497,1500,HC1502,CHANGE,,,AUTOMANA.OP,55,%
3/14/2025 23:06:35.424,1500,HC1502,CHANGE,,,AUTOMANA.OP,54,%
3/14/2025 23:06:34.063,1500,HC1502,CHANGE,,,AUTOMANA.OP,53,%
3/14/2025 23:06:29.300,8800,PIC8109,PVLOW,OK,L 00,BOILER STEAM HEADER,8.35173,kg/cm2G
3/14/2025 23:06:26.764,1500,TIC1511,CHANGE,,,PIDA.SP,91.5,DegC
3/14/2025 23:06:23.900,1500,TI1507,PVLOW,OK,L 00,TW1501 BOTTOM,76.5521,DegC
3/14/2025 23:05:32.055,SERVER_PVC,File Replication,REPLICATION,,J 00,Filerep #6 replicating.,,
3/14/2025 23:05:26.700,01,PR_POLY,RecipeRemoval,,J 00,PR_POLY,,
3/14/2025 23:05:26.600,01,PR_POLY,State Change,,J 00,RCM,Idle,
3/14/2025 23:05:25.800,01,CM_RECIPE,ChOfSt,,J 00,POLY A IS RUNNING,STOP,
3/14/2025 23:05:25.000,01,PR_POLY,BatchEnd,,J 00,Master Recipe Procedure,0325A79,
3/14/2025 23:05:25.900,01,PR_POLY,End,,J 00,RCM,,
3/14/2025 23:05:25.900,01,PR_POLY,State Change,,J 00,RCM,Complete,
3/14/2025 23:05:24.800,01,PR_POLY,Release,,J 00,UP_RECOVERY,SYSTEM:MASTERRECIPE;1,
3/14/2025 23:05:24.600,01,PR_POLY,End of Control,,J 00,UP_RECOVERY,Idle;1;1;1,
3/14/2025 23:05:23.700,01,UP_RECOVERY,RecipeRemoval,,J 00,UP_RECOVERY;$330513f255cd21f6-0015,,
3/14/2025 23:05:23.400,01,UP_RECOVERY,State Change,,J 00,RCM;$330513f255cd21f6-0015,Idle,
3/14/2025 23:05:22.200,01,UP_RECOVERY,End,,J 00,RCM;$330513f255cd21f6-0015,,
3/14/2025 23:05:22.100,01,UP_RECOVERY,State Change,,J 00,RCM;$330513f255cd21f6-0015,Complete,
3/14/2025 23:05:22.900,01,UP_RECOVERY,Release,,J 00,OP_RECTRANS;$330513f255cd21f6-0015,SYSTEM:MASTERRECIPE;1,
3/14/2025 23:05:22.900,01,UP_RECOVERY,End of Control,,J 00,OP_RECTRANS;$330513f255cd21f6-0015,Idle;1;1;1,
3/14/2025 23:05:22.000,01,OP_RECTRANS,RecipeRemoval,,J 00,OP_RECTRANS;$330013f228e17ad7-0008,,
3/14/2025 23:05:22.800,01,OP_RECTRANS,State Change,,J 00,RCM;$330013f228e17ad7-0008,Idle,
3/14/2025 23:05:21.600,01,OP_RECTRANS,End,,J 00,RCM;$330013f228e17ad7-0008,,
3/14/2025 23:05:21.500,01,OP_RECTRANS,State Change,,J 00,RCM;$330013f228e17ad7-0008,Complete,
3/14/2025 23:05:21.100,01,OP_RECTRANS,Release,,J 00,RECTRANS;$330013f228e17ad7-0008,SYSTEM:SCM;1,
3/14/2025 23:05:21.900,01,OP_RECTRANS,End of Control,,J 00,RECTRANS;$330013f228e17ad7-0008,Idle;1;1;1,
3/14/2025 23:05:20.900,1300,RECTRANS,State Change,,J 00,SCM,Idle,
3/14/2025 23:05:20.200,01,EVENT_SCM2B,ChOfSt,,J 00,FILWASH_B_T1,ON,
3/14/2025 23:05:20.600,01,EVENT_SCM2B,ChOfSt,,J 00,POLYREC_B_T1,ON,
3/14/2025 23:05:20.500,01,EVENT_SCM2B,ChOfSt,,J 00,HEATUP2_B_T1,ON,
3/14/2025 23:05:20.400,01,EVENT_SCM2B,ChOfSt,,J 00,PRERECOV_B_T1,ON,
3/14/2025 23:05:20.300,01,EVENT_SCM2B,ChOfSt,,J 00,AUTOJET_B1_T1_1,ON,
3/14/2025 23:05:20.000,01,EVENT_SCM2A,ChOfSt,,J 00,DISCCHK_B_T1,ON,
3/14/2025 23:05:20.900,01,EVENT_SCM2A,ChOfSt,,J 00,DISCHARGE_B_T1,ON,
3/14/2025 23:05:20.900,01,EVENT_SCM2A,ChOfSt,,J 00,AUTOJET_B2_T1_1,ON,
3/14/2025 23:05:20.800,01,EVENT_SCM1B,ChOfSt,,J 00,POLYREC_A_T1,ON,
3/14/2025 23:05:20.500,01,EVENT_SCM1B,ChOfSt,,J 00,HEATUP2_A_T1,ON,
3/14/2025 23:05:20.900,01,EVENT_SCM1B,OFFNRM,OK,J 00,,OFF,
3/14/2025 23:05:20.000,01,EVENT_SCM1A,ChOfSt,,J 00,AUTOJET_A1_T1,ON,
3/14/2025 23:05:20.600,01,EVENT_SCM1A,ChOfSt,,J 00,AUTOJET_A2_T1,ON,
3/14/2025 23:05:20.500,01,EVENT_SCM1A,ChOfSt,,J 00,PRERECOV_A_T1,ON,
3/14/2025 23:05:20.600,01,EVENT_SCM1A,ChOfSt,,J 00,DISCCHK_A_T1,ON,
3/14/2025 23:05:20.800,01,EVENT_SCM1A,ChOfSt,,J 00,FILWASH_A_T1,ON,
3/14/2025 23:05:20.800,01,EVENT_SCM1A,ChOfSt,,J 00,DISCHARGE_A_T1,ON,
3/14/2025 23:05:19.100,1300,RECTRANS,End,,J 00,SCM,,
3/14/2025 23:05:19.000,1300,RECTRANS,State Change,,J 00,SCM,Complete,
3/14/2025 23:04:23.548,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 23:04:15.800,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0317,amp
3/14/2025 23:03:51.100,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.084,amp
3/14/2025 23:03:23.300,1500,EI1504B2,PVHIGH,OK,L 00,CE1501B CURRENT,38.2291,amp
3/14/2025 23:03:22.176,1500,EI1504B2,PVHIGH,ACK,,CE1501B CURRENT,,
3/14/2025 23:03:15.400,1500,EI1504B2,PVHIGH,,L 00,CE1501B CURRENT,39.0192,amp
3/14/2025 23:03:06.048,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 23:02:49.200,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0407,amp
3/14/2025 23:01:45.200,8800,LAHH8808,OFFNRM,,H 00,DEAERATOR LEVEL HIGH,ALARM,
3/14/2025 23:01:43.139,1300,TIC1301B,CHANGE,,,PIDA.OP,10,%
3/14/2025 23:01:41.681,1300,TIC1301B,CHANGE,,,pida.mode,MAN,
3/14/2025 23:01:34.564,1300,FIC1316B,CHANGE,,,pida.mode,NORMAL,
3/14/2025 23:00:24.900,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.2291,amp
3/14/2025 23:00:16.300,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.4456,amp
3/14/2025 23:00:08.300,1500,TI1505,PVLOW,OK,L 00,TW1501 MIDDLE,73.5161,DegC
3/14/2025 22:59:39.800,8800,FQC8821DEVH,OFFNRM,OK,H 00,FQC8821 DEV HI,NORM,
3/14/2025 22:59:34.800,8800,FLS8831S,BADCTL,OK,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:59:18.900,8800,FQC8821DEVH,OFFNRM,,H 00,FQC8821 DEV HI,HI,
3/14/2025 22:58:40.156,1500,TI1507,PVLOW,ACK,,TW1501 BOTTOM,,
3/14/2025 22:58:22.500,8800,YI8800LP,OFFNRM,,L 00,LOAD UP,LOAD_UP,
3/14/2025 22:58:08.200,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:58:08.600,1500,TI1507,PVLOW,,L 00,TW1501 BOTTOM,74.9814,DegC
3/14/2025 22:58:07.400,02,BE8801,OFFNRM,OK,L 00,FLAME ON,ON,
3/14/2025 22:58:06.600,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.1664,amp
3/14/2025 22:57:58.300,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:57:47.200,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:57:42.000,8800,FLS8831S,BADCTL,,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:57:37.200,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:57:31.100,8400,FI8107PV,OFFNRM,OK,L 00,COOLING TOWER LOW LEVEL,OFF,
3/14/2025 22:57:23.100,8800,YI8841,OFFNRM,OK,L 00,PURGE DEMAND,NORMAL,
3/14/2025 22:57:22.479,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 22:57:10.600,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0909,amp
3/14/2025 22:56:56.500,8800,FLS8831S,BADCTL,OK,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:56:49.827,1300,RDYINIT,CHANGE,,,DATA.SET36.VALUE,4.83,
3/14/2025 22:56:44.200,8800,YI8841,OFFNRM,,L 00,PURGE DEMAND,PURGE,
3/14/2025 22:56:43.540,SERVER_PVC,CONSOLE STATION 3-1,LEVEL,,,Security level,Engr,
3/14/2025 22:56:43.540,SERVER_PVC,CONSOLE STATION 3-1,LEVEL,,,Security level (IKB Key Switch),Engr,
3/14/2025 22:56:41.669,SERVER_PVC,CONSOLE STATION 4-1,LEVEL,,,Security level,Oper,
3/14/2025 22:56:41.669,SERVER_PVC,CONSOLE STATION 4-1,LEVEL,,,Security level (IKB Key Switch),View Only,
3/14/2025 22:56:40.600,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:56:29.600,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:56:19.700,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:56:16.717,1300,POLY_B_CM,MESSAGE,ACK,,POLY-B DEPRESS PLEASE START NEXT BATCH,,
3/14/2025 22:56:15.600,1500,LI1501,PVLOW,OK,L 00,SLURRY LEVEL,10.2172,m
3/14/2025 22:56:13.500,8800,FLS8831S,BADCTL,,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:56:11.400,01,OP_SUPER_B,Release,,J 00,INERT_B;$330013f228cf7a95-0005,SYSTEM:SCM;1,
3/14/2025 22:56:11.200,01,OP_SUPER_B,End of Control,,J 00,INERT_B;$330013f228cf7a95-0005,Idle;1;1;1,
3/14/2025 22:56:10.700,1300,INERT_B,State Change,,J 00,SCM,Idle,
3/14/2025 22:56:09.200,1300,INERT_B,End,,J 00,SCM,,
3/14/2025 22:56:09.200,1300,INERT_B,State Change,,J 00,SCM,Complete,
3/14/2025 22:56:09.800,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:56:09.400,1500,TI1507,PVLOW,OK,L 00,TW1501 BOTTOM,76.5521,DegC
3/14/2025 22:56:07.200,1300,POLY_B_CM,INFORMATION MESSAGE,,,POLY-B DEPRESS PLEASE START NEXT BATCH,,
3/14/2025 22:55:55.300,8800,YI8841,OFFNRM,OK,L 00,PURGE DEMAND,NORMAL,
3/14/2025 22:55:29.600,8800,FLS8831S,BADCTL,OK,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:55:22.203,1500,TI1507,PVLOW,ACK,,TW1501 BOTTOM,,
3/14/2025 22:55:16.400,8800,YI8841,OFFNRM,,L 00,PURGE DEMAND,PURGE,
3/14/2025 22:55:15.700,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.2112,amp
3/14/2025 22:55:14.700,1500,TI1507,PVLOW,,L 00,TW1501 BOTTOM,74.9814,DegC
3/14/2025 22:55:13.623,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 22:55:12.300,8800,YI8802,OFFNRM,OK,L 00,BOILER AUTO MODE,AUTO,
3/14/2025 22:55:07.100,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.021,amp
3/14/2025 22:54:16.900,8800,PIC8801,PVLOW,OK,L 00,DRUM PRESSURE,8.62082,kg/cm2G
3/14/2025 22:52:52.700,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.2059,amp
3/14/2025 22:52:39.396,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 22:52:26.300,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0425,amp
3/14/2025 22:52:11.683,8800,PIC8109,PVLOW,ACK,,BOILER STEAM HEADER,,
3/14/2025 22:52:06.550,8800,YI8841,OFFNRM,ACK,,PURGE DEMAND,,
3/14/2025 22:52:04.754,8800,FLS8831S,BADCTL,ACK,,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:52:02.142,8800,HTR8801,OFFNRM,ACK,,FD IGNITION,,
3/14/2025 22:52:00.216,8800,YI8802,OFFNRM,ACK,,BOILER AUTO MODE,,
3/14/2025 22:51:07.100,8800,YI8802,OFFNRM,,L 00,BOILER AUTO MODE,MAN,
3/14/2025 22:50:56.800,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:50:46.800,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:50:35.800,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:50:29.600,8800,FLS8831S,BADCTL,,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:50:25.800,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:50:11.900,8800,YI8841,OFFNRM,OK,L 00,PURGE DEMAND,NORMAL,
3/14/2025 22:50:01.500,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.1503,amp
3/14/2025 22:49:44.800,8800,FLS8831S,BADCTL,OK,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:49:32.600,8800,YI8841,OFFNRM,,L 00,PURGE DEMAND,PURGE,
3/14/2025 22:49:22.000,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:49:19.905,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 22:49:17.500,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0604,amp
3/14/2025 22:49:12.200,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:49:02.200,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:48:58.600,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.1915,amp
3/14/2025 22:48:55.800,8800,FLS8831S,BADCTL,,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:48:54.567,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 22:48:52.200,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:48:44.600,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0747,amp
3/14/2025 22:48:38.700,8800,YI8841,OFFNRM,OK,L 00,PURGE DEMAND,NORMAL,
3/14/2025 22:48:11.100,8800,FLS8831S,BADCTL,OK,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:47:59.300,8800,YI8841,OFFNRM,,L 00,PURGE DEMAND,PURGE,
3/14/2025 22:47:47.400,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:47:37.500,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:47:29.768,1500,FIC1501,CHANGE,,,PIDA.SP,52,t/h
3/14/2025 22:47:26.600,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:47:21.500,8800,FLS8831S,BADCTL,,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:47:16.900,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:47:02.500,8800,YI8841,OFFNRM,OK,L 00,PURGE DEMAND,NORMAL,
3/14/2025 22:46:35.300,8800,FLS8831S,BADCTL,OK,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:46:23.900,8800,YI8841,OFFNRM,,L 00,PURGE DEMAND,PURGE,
3/14/2025 22:46:18.800,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:46:08.900,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:45:58.000,8800,HTR8801,OFFNRM,OK,L 00,FD IGNITION,NORMAL,
3/14/2025 22:45:53.900,8800,FLS8831S,BADCTL,,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:45:48.100,8800,HTR8801,OFFNRM,,L 00,FD IGNITION,IGNITION,
3/14/2025 22:45:47.500,1100,LI1107,BAD PV,,J 00,VE1101,,m
3/14/2025 22:45:34.700,8800,YI8841,OFFNRM,OK,L 00,PURGE DEMAND,NORMAL,
3/14/2025 22:45:22.949,8800,PIC8801,ALARM,ACK PNT,,DRUM PRESSURE,,
3/14/2025 22:45:22.949,8800,PIC8801,PVLOW,ACK,,DRUM PRESSURE,,
3/14/2025 22:45:20.178,8800,YI8841,OFFNRM,ACK,,PURGE DEMAND,,
3/14/2025 22:45:15.382,8800,XSV8808,CHANGE,,,devctla.gop,S0,
3/14/2025 22:45:08.500,8800,FLS8831S,BADCTL,OK,L 00,HSD/FG TRANSRATE SELECT,,
3/14/2025 22:44:55.200,8800,YI8841,OFFNRM,,L 00,PURGE DEMAND,PURGE,
3/14/2025 22:44:51.200,8800,YI8802,OFFNRM,OK,L 00,BOILER AUTO MODE,AUTO,
3/14/2025 22:44:28.500,8800,PIC8801,PVLOW,,L 00,DRUM PRESSURE,8.48809,kg/cm2G
3/14/2025 22:44:19.700,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.2417,amp
3/14/2025 22:43:56.024,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 22:43:55.800,8800,PIC8109,PVLOW,,L 00,BOILER STEAM HEADER,8.19622,kg/cm2G
3/14/2025 22:43:54.177,1500,SLYTNK_B,CHANGE,,,DATA.R85.Value,6.6,
3/14/2025 22:43:43.900,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.0532,amp
3/14/2025 22:43:24.900,1300,TIC1301A_DEV,OFFNRM,OK,J 00,TIC1301A DEVIATION HIGH,OFF,
3/14/2025 22:43:23.200,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.0858,amp
3/14/2025 22:43:22.500,1300,TIC1301A,DEVHI,OK,L 00,RE1301A,-0.00741191,DegC
3/14/2025 22:43:09.783,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 22:43:01.600,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.1589,amp
3/14/2025 22:42:18.619,1500,TI1505,PVLOW,ACK,,TW1501 MIDDLE,,
3/14/2025 22:42:11.400,1500,TI1505,PVLOW,,L 00,TW1501 MIDDLE,71.9887,DegC
3/14/2025 22:41:39.400,8800,XA8800,OFFNRM,OK,L 00,PACKAGE BOILER TROUBLE,NORMAL,
3/14/2025 22:41:28.600,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.1808,amp
3/14/2025 22:41:26.577,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 22:41:08.000,1500,EI1504A2,PVHIGH,,L 00,CE1501A CURRENT,39.1822,amp
3/14/2025 22:39:41.900,1500,EI1504A2,PVHIGH,OK,L 00,CE1501A CURRENT,38.1682,amp
3/14/2025 22:39:30.800,01,EVENT_SCM2B,ChOfSt,,J 00,FILWASH_B_T1,OFF,
3/14/2025 22:39:30.200,01,EVENT_SCM2B,ChOfSt,,J 00,POLYREC_B_T1,OFF,
3/14/2025 22:39:30.100,01,EVENT_SCM2B,ChOfSt,,J 00,HEATUP2_B_T1,OFF,
3/14/2025 22:39:30.000,01,EVENT_SCM2B,ChOfSt,,J 00,PRERECOV_B_T1,OFF,
3/14/2025 22:39:30.900,01,EVENT_SCM2B,ChOfSt,,J 00,AUTOJET_B1_T1_1,OFF,
3/14/2025 22:39:30.700,01,EVENT_SCM2A,ChOfSt,,J 00,DISCCHK_B_T1,OFF,
3/14/2025 22:39:30.400,01,EVENT_SCM2A,ChOfSt,,J 00,DISCHARGE_B_T1,OFF,
3/14/2025 22:39:30.400,01,EVENT_SCM2A,ChOfSt,,J 00,AUTOJET_B2_T1_1,OFF,
3/14/2025 22:39:30.400,01,EVENT_SCM1B,ChOfSt,,J 00,POLYREC_A_T1,OFF,
3/14/2025 22:39:30.900,01,EVENT_SCM1B,ChOfSt,,J 00,HEATUP2_A_T1,OFF,
3/14/2025 22:39:30.200,01,EVENT_SCM1B,OFFNRM,,J 00,,ON,
3/14/2025 22:39:30.200,01,EVENT_SCM1A,ChOfSt,,J 00,AUTOJET_A1_T1,OFF,
3/14/2025 22:39:30.700,01,EVENT_SCM1A,ChOfSt,,J 00,AUTOJET_A2_T1,OFF,
3/14/2025 22:39:30.300,01,EVENT_SCM1A,ChOfSt,,J 00,PRERECOV_A_T1,OFF,
3/14/2025 22:39:30.400,01,EVENT_SCM1A,ChOfSt,,J 00,DISCCHK_A_T1,OFF,
3/14/2025 22:39:30.400,01,EVENT_SCM1A,ChOfSt,,J 00,FILWASH_A_T1,OFF,
3/14/2025 22:39:30.900,01,EVENT_SCM1A,ChOfSt,,J 00,DISCHARGE_A_T1,OFF,
3/14/2025 22:39:30.813,1500,EI1504A2,PVHIGH,ACK,,CE1501A CURRENT,,
3/14/2025 22:39:29.900,1300,RECTRANS,State Change,,J 00,SCM,Running,
3/14/2025 22:39:29.200,1300,RECTRANS,Start,,J 00,SCM,CHILD,
3/14/2025 22:39:29.000,01,OP_RECTRANS,State Change,,J 00,RCM;$330013f228e17ad7-0008,Running,
3/14/2025 22:39:29.700,01,OP_RECTRANS,Start of Control,,J 00,RECTRANS;$330013f228e17ad7-0008;RECTRANS,Idle;1;1;1,
3/14/2025 22:39:29.600,01,OP_RECTRANS,Acquire,,J 00,RECTRANS;$330013f228e17ad7-0008,SYSTEM:SCM;1,
3/14/2025 22:39:29.000,01,OP_RECTRANS,Start,,J 00,RCM;$330013f228e17ad7-0008;$ACTIVITY_330013f228e97afe,CHILD,
3/14/2025 22:39:27.500,01,UP_RECOVERY,Start of Control,,J 00,OP_RECTRANS;$330513f255cd21f6-0015;OP_RECTRANS,Idle;1;1;1,
3/14/2025 22:39:27.800,01,UP_RECOVERY,Acquire,,J 00,OP_RECTRANS;$330513f255cd21f6-0015,SYSTEM:MASTERRECIPE;1,
3/14/2025 22:39:27.500,01,UP_RECOVERY,Release,,J 00,OP_TRANSCHK;$330513f255cd21f6-0015,SYSTEM:MASTERRECIPE;1,
3/14/2025 22:39:27.700,01,UP_RECOVERY,End of Control,,J 00,OP_TRANSCHK;$330513f255cd21f6-0015,Idle;1;1;1,
3/14/2025 22:39:27.800,01,OP_TRANSCHK,RecipeRemoval,,J 00,OP_TRANSCHK;$330013f228e17ad7-0007,,
